level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1653	2339	-1	
2	1	1	0	0	0	960	123	451	50	-1	
3	1	1	1	0	0	960	123	451	50	-1	
4	1	1	1	1	0	960	123	216	17	-1	
5	1	1	1	1	1	960	123	102	17	96	Customer
5	1	1	1	1	2	1070	123	106	17	96	Reference
4	1	1	1	2	0	960	156	451	17	-1	
5	1	1	1	2	1	960	156	59	17	96	Order
5	1	1	1	2	2	1027	156	20	17	96	ID
5	1	1	1	2	3	1240	157	171	16	92	20201202004379
2	1	2	0	0	0	83	52	1361	106	-1	
3	1	2	1	0	0	83	52	1361	106	-1	
4	1	2	1	1	0	83	52	1294	47	-1	
5	1	2	1	1	1	83	58	14	22	16	Q
5	1	2	1	1	2	152	54	83	45	96	LAND
5	1	2	1	1	3	961	52	81	29	96	Product
5	1	2	1	1	4	1240	56	62	17	96	Check
5	1	2	1	1	5	1310	56	67	17	96	Search
4	1	2	1	2	0	952	86	492	30	-1	
5	1	2	1	2	1	952	86	113	30	96	Date/Time
5	1	2	1	2	2	1240	90	109	17	95	02/12/2020
5	1	2	1	2	3	1359	90	85	16	95	11:42AM
4	1	2	1	3	0	152	101	149	26	-1	
5	1	2	1	3	1	152	101	149	26	96	SERVICES
4	1	2	1	4	0	152	133	42	25	-1	
5	1	2	1	4	1	152	133	42	25	96	SA
2	1	3	0	0	0	61	188	1530	9	-1	
3	1	3	1	0	0	61	188	1530	9	-1	
4	1	3	1	1	0	61	188	1530	9	-1	
5	1	3	1	1	1	61	188	1530	9	95	 
2	1	4	0	0	0	79	231	372	35	-1	
3	1	4	1	0	0	79	231	372	35	-1	
4	1	4	1	1	0	79	231	372	35	-1	
5	1	4	1	1	1	79	231	214	35	96	Certificate
5	1	4	1	1	2	308	232	40	34	96	of
5	1	4	1	1	3	361	232	90	34	96	Title
2	1	5	0	0	0	67	299	475	214	-1	
3	1	5	1	0	0	77	299	465	214	-1	
4	1	5	1	1	0	77	299	465	22	-1	
5	1	5	1	1	1	77	300	56	21	96	Title
5	1	5	1	1	2	144	300	139	21	96	Reference:
5	1	5	1	1	3	384	299	35	22	92	CT
5	1	5	1	1	4	428	300	114	21	86	6163/782
4	1	5	1	2	0	67	349	451	37	-1	
5	1	5	1	2	1	67	349	102	37	96	Status:
5	1	5	1	2	2	384	355	134	21	96	CURRENT
4	1	5	1	3	0	69	407	328	34	-1	
5	1	5	1	3	1	69	407	109	34	96	Edition:
5	1	5	1	3	2	383	411	14	20	96	2
4	1	5	1	4	0	80	471	181	42	-1	
5	1	5	1	4	1	80	471	181	42	96	Dealings
2	1	6	0	0	0	79	539	1033	26	-1	
3	1	6	1	0	0	79	539	1033	26	-1	
4	1	6	1	1	0	79	539	1033	26	-1	
5	1	6	1	1	1	79	539	32	21	96	No
5	1	6	1	1	2	122	539	155	26	95	Unregistered
